token,phonemes,ipa,syllables,stress,plosives,fricatives,energy,rhyme_family,archetype
Swear,S W E A R,swear,1,1,0,1,0.18,ear,Gatswaai
Sweat,S W E A T,sweat,1,1,1,1,0.33,eat,Gatswaai
Sweep,S W E E P,sweep,1,1,1,1,0.33,eep,Gatswaai
Sweet,S W E E T,sweet,1,1,1,1,0.33,eet,Gatswaai
Swell,S W E L L,swell,1,1,0,1,0.18,ell,Gatswaai
Swept,S W E P T,swept,1,1,2,1,0.48,ept,Gatswaai
Swift,S W I F T,swift,1,1,1,2,0.41,ift,Gatswaai
Swim,S W I M,swim,1,1,0,1,0.18,wim,Gatswaai
Swing,S W I N G,swinɡ,1,1,1,1,0.33,ing,Gatswaai
Switch,S W I T K H,switkh,1,1,2,2,0.56,tch,Gatswaai
Sword,S W O R D,sword,1,1,1,1,0.33,ord,Gatswaai
Symbol,S Y M B O L,sjmbol,2,10,1,1,0.23,bol,Gatswaai
Symmetry,S Y M M E T R Y,sjmmetrj,3,100,1,1,0.23,y,Gatswaai
Sympathetic,S Y M P A T H E T I K,sjmpathetik,4,1000,4,2,0.76,tic,Gatswaai
Sympathy,S Y M P A T H Y,sjmpathj,3,100,2,2,0.46,y,Gatswaai
Symptom,S Y M P T O M,sjmptom,2,10,2,1,0.38,tom,Gatswaai
Syrup,S Y R U P,sjrup,2,10,1,1,0.23,rup,Gatswaai
System,S Y S T E M,sjstem,2,10,1,2,0.31,tem,Gatswaai
Table,T A B L E,table,1,1,2,0,0.4,ble,Gatswaai
Tack,T A K K,takk,1,1,3,0,0.55,ack,Gatswaai
Tactics,T A K T I K S,taktiks,2,10,4,1,0.68,ics,Gatswaai
Tag,T A G,taɡ,1,1,2,0,0.4,tag,Gatswaai
Tail,T EY L,teɪl,1,1,1,0,0.25,ail,Gatswaai
Take,T A K E,take,1,1,2,0,0.4,ake,Gatswaai
Tale,T A L E,tale,1,1,1,0,0.25,ale,Gatswaai
Talk,T A L K,talk,1,1,2,0,0.4,alk,Gatswaai
Tall,T A L L,tall,1,1,1,0,0.25,all,Gatswaai
Talent,T A L E N T,talent,2,10,2,0,0.3,ent,Gatswaai
Tame,T A M E,tame,1,1,1,0,0.25,ame,Gatswaai
Tan,T A N,tan,1,1,1,0,0.25,tan,Gatswaai
Tangent,T A N G E N T,tanɡent,2,10,3,0,0.45,ent,Gatswaai
Tangible,T A N G I B L E,tanɡible,2,10,3,0,0.45,ble,Gatswaai
Tank,T A N K,tank,1,1,2,0,0.4,ank,Gatswaai
Tape,T A P E,tape,1,1,2,0,0.4,ape,Gatswaai
Target,T A R G E T,tarɡet,2,10,3,0,0.45,get,Gatswaai
Tariff,T A R I F F,tariff,2,10,1,2,0.31,iff,Gatswaai
Tart,T A R T,tart,1,1,2,0,0.4,art,Gatswaai
Task,T A S K,task,1,1,2,1,0.48,ask,Gatswaai
Taste,T A S T E,taste,1,1,2,1,0.48,ste,Gatswaai
Tattoo,T A T T O O,tattoo,2,10,3,0,0.45,too,Gatswaai
Taunt,T A U N T,taunt,1,1,2,0,0.4,unt,Gatswaai
Teach,T E A K H,teakh,1,1,2,1,0.48,ach,Gatswaai
Team,T E A M,team,1,1,1,0,0.25,eam,Gatswaai
Tear,T E A R,tear,1,1,1,0,0.25,ear,Gatswaai
Tease,T E A S E,tease,1,1,1,1,0.33,ase,Gatswaai
Tech,T E K H,tekh,1,1,2,1,0.48,ech,Gatswaai
Technique,T E K H N I Q U E,tekhnique,2,10,2,1,0.38,que,Gatswaai
Technology,T E K H N O L O G Y,tekhnoloɡj,4,1000,3,1,0.53,y,Gatswaai
Tedious,T E D I AW S,tediaʊs,2,10,2,1,0.38,ous,Gatswaai
Teen,T E E N,teen,1,1,1,0,0.25,een,Gatswaai
Teenager,T E E N A G E R,teenaɡer,3,100,2,0,0.3,ger,Gatswaai
Teeth,T E E T H,teeth,1,1,2,1,0.48,eth,Gatswaai
Tell,T E L L,tell,1,1,1,0,0.25,ell,Gatswaai
Temper,T E M P E R,temper,2,10,2,0,0.3,per,Gatswaai
Temperature,T E M P E R A T U R E,temperature,4,1000,3,0,0.45,ure,Gatswaai
Temple,T E M P L E,temple,1,1,2,0,0.4,ple,Gatswaai
Tempt,T E M P T,tempt,1,1,3,0,0.55,mpt,Gatswaai
Temptation,T E M P T A T I O N,temptation,3,100,4,0,0.6,tion,Gatswaai
Ten,T E N,ten,1,1,1,0,0.25,ten,Gatswaai
Tenacious,T E N A K I AW S,tenakiaʊs,3,100,2,1,0.38,ous,Gatswaai
Tend,T E N D,tend,1,1,2,0,0.4,end,Gatswaai
Tender,T E N D E R,tender,2,10,2,0,0.3,der,Gatswaai
Tennis,T E N N I S,tennis,2,10,1,1,0.23,nis,Gatswaai
Tense,T E N S E,tense,1,1,1,1,0.33,nse,Gatswaai
Tension,T E N S I O N,tension,2,10,1,1,0.23,sion,Gatswaai
Tent,T E N T,tent,1,1,2,0,0.4,ent,Gatswaai
Tenth,T E N T H,tenth,1,1,2,1,0.48,nth,Gatswaai
Tepee,T E P E E,tepee,1,1,2,0,0.4,pee,Gatswaai
Term,T E R M,term,1,1,1,0,0.25,erm,Gatswaai
Terminal,T E R M I N A L,terminal,3,100,1,0,0.15,nal,Gatswaai
Terminate,T E R M I N A T E,terminate,3,100,2,0,0.3,ate,Gatswaai
Terrace,T E R R A K E,terrake,2,10,2,0,0.3,ace,Gatswaai
Terrain,T E R R EY N,terreɪn,2,10,1,0,0.15,ain,Gatswaai
Terrible,T E R R I B L E,terrible,2,10,2,0,0.3,ble,Gatswaai
Terrify,T E R R I F Y,terrifj,3,100,1,1,0.23,y,Gatswaai
Territory,T E R R I T O R Y,territorj,4,1000,2,0,0.3,y,Gatswaai
Terror,T E R R O R,terror,2,10,1,0,0.15,ror,Gatswaai
Test,T E S T,test,1,1,2,1,0.48,est,Gatswaai
Testify,T E S T I F Y,testifj,3,100,2,2,0.46,y,Gatswaai
Testimony,T E S T I M O N Y,testimonj,4,1000,2,1,0.38,y,Gatswaai
Text,T E X T,text,1,1,2,0,0.4,ext,Gatswaai
Thank,T H A N K,thank,1,1,2,1,0.48,ank,Gatswaai
That,T H A T,that,1,1,2,1,0.48,hat,Gatswaai
Thaw,T H A W,thaw,1,1,1,1,0.33,haw,Gatswaai
The,T H E,the,1,1,1,1,0.33,the,Gatswaai
Theater,T H E A T E R,theater,2,10,2,1,0.38,ter,Gatswaai
Theft,T H E F T,theft,1,1,2,2,0.56,eft,Gatswaai
Their,T H IY R,thir,1,1,1,1,0.33,eir,Gatswaai
Them,T H E M,them,1,1,1,1,0.33,hem,Gatswaai
Theme,T H E M E,theme,1,1,1,1,0.33,eme,Gatswaai
Then,T H E N,then,1,1,1,1,0.33,hen,Gatswaai
Theoretical,T H E O R E T I K A L,theoretikal,4,1000,3,1,0.53,cal,Gatswaai
Theory,T H E O R Y,theorj,2,10,1,1,0.23,y,Gatswaai
Therapy,T H E R A P Y,therapj,3,100,2,1,0.38,y,Gatswaai
There,T H E R E,there,1,1,1,1,0.33,ere,Gatswaai
Therefore,T H E R E F O R E,therefore,3,100,1,2,0.31,ore,Gatswaai
These,T H E S E,these,1,1,1,2,0.41,ese,Gatswaai
Thesis,T H E S I S,thesis,2,10,1,3,0.39,sis,Gatswaai
Thick,T H I K K,thikk,1,1,3,1,0.63,ick,Gatswaai
Thief,T H I E F,thief,1,1,1,2,0.41,ief,Gatswaai
Thigh,T H I G H,thiɡh,1,1,2,2,0.56,igh,Gatswaai
Thing,T H I N G,thinɡ,1,1,2,1,0.48,ing,Gatswaai
Think,T H I N K,think,1,1,2,1,0.48,ink,Gatswaai
Third,T H I R D,third,1,1,2,1,0.48,ird,Gatswaai
Thirst,T H I R S T,thirst,1,1,2,2,0.56,rst,Gatswaai
This,T H I S,this,1,1,1,2,0.41,his,Gatswaai
Thomas,T H O M A S,thomas,2,10,1,2,0.31,mas,Gatswaai
Thorn,T H O R N,thorn,1,1,1,1,0.33,orn,Gatswaai
Those,T H O S E,those,1,1,1,2,0.41,ose,Gatswaai
Though,T H AW G H,thaʊɡh,1,1,2,2,0.56,ugh,Gatswaai
Thought,T H AW G H T,thaʊɡht,1,1,3,2,0.71,ght,Gatswaai
Thoughtful,T H AW G H T F U L,thaʊɡhtful,2,10,3,3,0.69,ful,Gatswaai
Thread,T H R E A D,thread,1,1,2,1,0.48,ead,Gatswaai
Threat,T H R E A T,threat,1,1,2,1,0.48,eat,Gatswaai
Threaten,T H R E A T E N,threaten,2,10,2,1,0.38,ten,Gatswaai
Three,T H R E E,three,1,1,1,1,0.33,ree,Gatswaai
Thrill,T H R I L L,thrill,1,1,1,1,0.33,ill,Gatswaai
Thrive,T H R I V E,thrive,1,1,1,2,0.41,ive,Gatswaai
Throat,T H R O A T,throat,1,1,2,1,0.48,oat,Gatswaai
Throne,T H R O N E,throne,1,1,1,1,0.33,one,Gatswaai
Through,T H R AW G H,thraʊɡh,1,1,2,2,0.56,ugh,Gatswaai
Throw,T H R AW,thraʊ,1,1,1,1,0.33,row,Gatswaai
Thumb,T H U M B,thumb,1,1,2,1,0.48,umb,Gatswaai
Thunder,T H U N D E R,thunder,2,10,2,1,0.38,der,Gatswaai
Thus,T H U S,thus,1,1,1,2,0.41,hus,Gatswaai
Tiara,T I A R A,tiara,2,10,1,0,0.15,ara,Gatswaai
Tiber,T I B E R,tiber,2,10,2,0,0.3,ber,Gatswaai
Tick,T I K K,tikk,1,1,3,0,0.55,ick,Gatswaai
Ticket,T I K K E T,tikket,2,10,4,0,0.6,ket,Gatswaai
Tide,T I D E,tide,1,1,2,0,0.4,ide,Gatswaai
Tie,T I E,tie,1,1,1,0,0.25,tie,Gatswaai
Tiger,T I G E R,tiɡer,2,10,2,0,0.3,ger,Gatswaai
Tight,T I G H T,tiɡht,1,1,3,1,0.63,ght,Gatswaai
Till,T I L L,till,1,1,1,0,0.25,ill,Gatswaai
Timber,T I M B E R,timber,2,10,2,0,0.3,ber,Gatswaai
Time,T I M E,time,1,1,1,0,0.25,ime,Gatswaai
Timid,T I M I D,timid,2,10,2,0,0.3,mid,Gatswaai
Tingle,T I N G L E,tinɡle,1,1,2,0,0.4,gle,Gatswaai
Tiny,T I N Y,tinj,2,10,1,0,0.15,y,Gatswaai
Tip,T I P,tip,1,1,2,0,0.4,tip,Gatswaai
Tire,T I R E,tire,1,1,1,0,0.25,ire,Gatswaai
Tired,T I R E D,tired,2,10,2,0,0.3,red,Gatswaai
Tissue,T I S S U E,tissue,1,1,1,2,0.41,sue,Gatswaai
Title,T I T L E,title,1,1,2,0,0.4,tle,Gatswaai
Toad,T O A D,toad,1,1,2,0,0.4,oad,Gatswaai
Toast,T O A S T,toast,1,1,2,1,0.48,ast,Gatswaai
Today,T O D EY,todeɪ,2,10,2,0,0.3,y,Gatswaai
Toe,T O E,toe,1,1,1,0,0.25,toe,Gatswaai
Together,T O G E T H E R,toɡether,3,100,3,1,0.53,her,Gatswaai
Toil,T OY L,tɔɪl,1,1,1,0,0.25,oil,Gatswaai
Token,T O K E N,token,2,10,2,0,0.3,ken,Gatswaai
Told,T O L D,told,1,1,2,0,0.4,old,Gatswaai
Toll,T O L L,toll,1,1,1,0,0.25,oll,Gatswaai
Tomato,T O M A T O,tomato,3,100,2,0,0.3,ato,Gatswaai
Tomb,T O M B,tomb,1,1,2,0,0.4,omb,Gatswaai
Tomorrow,T O M O R R AW,tomorraʊ,3,100,1,0,0.15,row,Gatswaai
Ton,T O N,ton,1,1,1,0,0.25,ton,Gatswaai
Tone,T O N E,tone,1,1,1,0,0.25,one,Gatswaai
Tongue,T O N G U E,tonɡue,1,1,2,0,0.4,gue,Gatswaai
Tonight,T O N I G H T,toniɡht,2,10,3,1,0.53,ght,Gatswaai
Tonne,T O N N E,tonne,1,1,1,0,0.25,nne,Gatswaai
Too,T O O,too,1,1,1,0,0.25,too,Gatswaai
Tool,T O O L,tool,1,1,1,0,0.25,ool,Gatswaai
Tooth,T O O T H,tooth,1,1,2,1,0.48,oth,Gatswaai
Top,T O P,top,1,1,2,0,0.4,top,Gatswaai
Topic,T O P I K,topik,2,10,3,0,0.45,pic,Gatswaai
Torch,T O R K H,torkh,1,1,2,1,0.48,rch,Gatswaai
Tore,T O R E,tore,1,1,1,0,0.25,ore,Gatswaai
Torn,T O R N,torn,1,1,1,0,0.25,orn,Gatswaai
Tornado,T O R N A D O,tornado,3,100,2,0,0.3,ado,Gatswaai
Torpedo,T O R P E D O,torpedo,3,100,3,0,0.45,edo,Gatswaai
Tortoise,T O R T OY S E,tortɔɪse,2,10,2,1,0.38,ise,Gatswaai
Torture,T O R T U R E,torture,2,10,2,0,0.3,ure,Gatswaai
Toss,T O S S,toss,1,1,1,2,0.41,oss,Gatswaai
Total,T O T A L,total,2,10,2,0,0.3,tal,Gatswaai
Totem,T O T E M,totem,2,10,2,0,0.3,tem,Gatswaai
Touch,T AW K H,taʊkh,1,1,2,1,0.48,uch,Gatswaai
Tough,T AW G H,taʊɡh,1,1,2,1,0.48,ugh,Gatswaai
Tour,T AW R,taʊr,1,1,1,0,0.25,our,Gatswaai
Tournament,T AW R N A M E N T,taʊrnament,3,100,2,0,0.3,ent,Gatswaai
Towel,T AW E L,taʊel,2,10,1,0,0.15,wel,Gatswaai
Tower,T AW E R,taʊer,2,10,1,0,0.15,wer,Gatswaai
Town,T AW N,taʊn,1,1,1,0,0.25,own,Gatswaai
Toxic,T O X I K,toxik,2,10,2,0,0.3,xic,Gatswaai
Toxin,T O X I N,toxin,2,10,1,0,0.15,xin,Gatswaai
Toy,T OY,tɔɪ,1,1,1,0,0.25,y,Gatswaai
Trace,T R A K E,trake,1,1,2,0,0.4,ace,Gatswaai
Track,T R A K K,trakk,1,1,3,0,0.55,ack,Gatswaai
Tract,T R A K T,trakt,1,1,3,0,0.55,act,Gatswaai
Trade,T R A D E,trade,1,1,2,0,0.4,ade,Gatswaai
Tradition,T R A D I T I O N,tradition,3,100,3,0,0.45,tion,Gatswaai
Traffic,T R A F F I K,traffik,2,10,2,2,0.46,fic,Gatswaai
Tragedy,T R A G E D Y,traɡedj,3,100,3,0,0.45,y,Gatswaai
Trail,T R EY L,treɪl,1,1,1,0,0.25,ail,Gatswaai
Train,T R EY N,treɪn,1,1,1,0,0.25,ain,Gatswaai
Trait,T R EY T,treɪt,1,1,2,0,0.4,ait,Gatswaai
Tramp,T R A M P,tramp,1,1,2,0,0.4,amp,Gatswaai
Trample,T R A M P L E,trample,1,1,2,0,0.4,ple,Gatswaai
Trance,T R A N K E,tranke,1,1,2,0,0.4,ance,Gatswaai
Transfer,T R A N S F E R,transfer,2,10,1,2,0.31,fer,Gatswaai
Transform,T R A N S F O R M,transform,2,10,1,2,0.31,orm,Gatswaai
Transient,T R A N S I E N T,transient,2,10,2,1,0.38,ent,Gatswaai
Transistor,T R A N S I S T O R,transistor,3,100,2,2,0.46,tor,Gatswaai
Translate,T R A N S L A T E,translate,2,10,2,1,0.38,ate,Gatswaai
Transmission,T R A N S M I S S I O N,transmission,3,100,1,3,0.39,sion,Gatswaai
Trap,T R A P,trap,1,1,2,0,0.4,rap,Gatswaai
Trash,T R A SH,traʃ,1,1,1,2,0.41,ash,Gatswaai
Travel,T R A V E L,travel,2,10,1,1,0.23,vel,Gatswaai
Trawler,T R A W L E R,trawler,2,10,1,0,0.15,ler,Gatswaai
Treasure,T R E A S U R E,treasure,2,10,1,1,0.23,ure,Gatswaai
Treat,T R E A T,treat,1,1,2,0,0.4,eat,Gatswaai
Treaty,T R E A T Y,treatj,2,10,2,0,0.3,y,Gatswaai
Tree,T R E E,tree,1,1,1,0,0.25,ree,Gatswaai
Tremble,T R E M B L E,tremble,1,1,2,0,0.4,ble,Gatswaai
Tremendous,T R E M E N D AW S,tremendaʊs,3,100,2,1,0.38,ous,Gatswaai
Trench,T R E N K H,trenkh,1,1,2,1,0.48,nch,Gatswaai
Trend,T R E N D,trend,1,1,2,0,0.4,end,Gatswaai
Trial,T R I A L,trial,1,1,1,0,0.25,ial,Gatswaai
Tribal,T R I B A L,tribal,2,10,2,0,0.3,bal,Gatswaai
Tribune,T R I B U N E,tribune,2,10,2,0,0.3,une,Gatswaai
Tribe,T R I B E,tribe,1,1,2,0,0.4,ibe,Gatswaai
Tribunal,T R I B U N A L,tribunal,3,100,2,0,0.3,nal,Gatswaai
Trick,T R I K K,trikk,1,1,3,0,0.55,ick,Gatswaai
Tried,T R I E D,tried,1,1,2,0,0.4,ied,Gatswaai
Trigger,T R I G G E R,triɡɡer,2,10,3,0,0.45,ger,Gatswaai
Trim,T R I M,trim,1,1,1,0,0.25,rim,Gatswaai
Trip,T R I P,trip,1,1,2,0,0.4,rip,Gatswaai
Triumph,T R I U M P H,triumph,1,1,2,1,0.48,mph,Gatswaai
Trivia,T R I V I A,trivia,2,10,1,1,0.23,via,Gatswaai
Trophy,T R O P H Y,trophj,2,10,2,1,0.38,y,Gatswaai
Tropical,T R O P I K A L,tropikal,3,100,3,0,0.45,cal,Gatswaai
Trouble,T R AW B L E,traʊble,1,1,2,0,0.4,ble,Gatswaai
Trousers,T R AW S E R S,traʊsers,2,10,1,2,0.31,ers,Gatswaai
Trout,T R AW T,traʊt,1,1,2,0,0.4,out,Gatswaai
True,T R U E,true,1,1,1,0,0.25,rue,Gatswaai
Trump,T R U M P,trump,1,1,2,0,0.4,ump,Gatswaai
Trunk,T R U N K,trunk,1,1,2,0,0.4,unk,Gatswaai
Trust,T R U S T,trust,1,1,2,1,0.48,ust,Gatswaai
Truth,T R U T H,truth,1,1,2,1,0.48,uth,Gatswaai
Try,T R Y,trj,1,1,1,0,0.25,y,Gatswaai
Tube,T U B E,tube,1,1,2,0,0.4,ube,Gatswaai
Tuck,T U K K,tukk,1,1,3,0,0.55,uck,Gatswaai
Tuesday,T U E S D EY,tuesdeɪ,2,10,2,1,0.38,y,Gatswaai
Tug,T U G,tuɡ,1,1,2,0,0.4,tug,Gatswaai
Tulip,T U L I P,tulip,2,10,2,0,0.3,lip,Gatswaai
Tumor,T U M O R,tumor,2,10,1,0,0.15,mor,Gatswaai
Tune,T U N E,tune,1,1,1,0,0.25,une,Gatswaai
Tunic,T U N I K,tunik,2,10,2,0,0.3,nic,Gatswaai
Turkey,T U R K IY,turki,2,10,2,0,0.3,y,Gatswaai
Turn,T U R N,turn,1,1,1,0,0.25,urn,Gatswaai
Turnip,T U R N I P,turnip,2,10,2,0,0.3,nip,Gatswaai
Turtle,T U R T L E,turtle,1,1,2,0,0.4,tle,Gatswaai
Twelve,T W E L V E,twelve,1,1,1,1,0.33,lve,Gatswaai
Twenty,T W E N T Y,twentj,2,10,2,0,0.3,y,Gatswaai
Twice,T W I K E,twike,1,1,2,0,0.4,ice,Gatswaai
Twilight,T W I L I G H T,twiliɡht,2,10,3,1,0.53,ght,Gatswaai
Twin,T W I N,twin,1,1,1,0,0.25,win,Gatswaai
Twine,T W I N E,twine,1,1,1,0,0.25,ine,Gatswaai
Twist,T W I S T,twist,1,1,2,1,0.48,ist,Gatswaai
Two,T W O,two,1,1,1,0,0.25,two,Gatswaai
Type,T Y P E,tjpe,1,1,2,0,0.4,ype,Gatswaai
Typhoon,T Y P H O O N,tjphoon,2,10,2,1,0.38,oon,Gatswaai
Ugly,U G L Y,uɡlj,2,10,1,0,0.15,y,Gatswaai
Ulcer,U L K E R,ulker,2,10,1,0,0.15,cer,Gatswaai
Ultimate,U L T I M A T E,ultimate,3,100,2,0,0.3,ate,Gatswaai
Ultra,U L T R A,ultra,2,10,1,0,0.15,tra,Gatswaai
Umbrella,U M B R E L L A,umbrella,3,100,1,0,0.15,lla,Gatswaai
Unable,U N A B L E,unable,2,10,1,0,0.15,ble,Gatswaai
Uncle,U N K L E,unkle,1,1,1,0,0.25,cle,Gatswaai
Under,U N D E R,under,2,10,1,0,0.15,der,Gatswaai
Understand,U N D E R S T A N D,understand,3,100,3,1,0.53,and,Gatswaai
Undertake,U N D E R T A K E,undertake,3,100,3,0,0.45,ake,Gatswaai
Undo,U N D O,undo,2,10,1,0,0.15,ndo,Gatswaai
Undoubtedly,U N D AW B T E D L Y,undaʊbtedlj,4,1000,4,0,0.6,y,Gatswaai
Unfair,U N F EY R,unfeɪr,2,10,0,1,0.08,air,Gatswaai
Unfold,U N F O L D,unfold,2,10,1,1,0.23,old,Gatswaai
Unhappy,U N H A P P Y,unhappj,3,100,2,1,0.38,y,Gatswaai
Uniform,U N I F O R M,uniform,3,100,0,1,0.08,orm,Gatswaai
Union,U N I O N,union,2,10,0,0,0.0,ion,Gatswaai
Unique,U N I Q U E,unique,2,10,0,0,0.0,que,Gatswaai
Unit,U N I T,unit,2,10,1,0,0.15,nit,Gatswaai
Unite,U N I T E,unite,2,10,1,0,0.15,ite,Gatswaai
Universal,U N I V E R S A L,universal,4,1000,0,2,0.16,sal,Gatswaai
Universe,U N I V E R S E,universe,3,100,0,2,0.16,rse,Gatswaai
University,U N I V E R S I T Y,universitj,5,10000,1,2,0.31,y,Gatswaai
Unknown,U N K N AW N,unknaʊn,2,10,1,0,0.15,own,Gatswaai
Unless,U N L E S S,unless,2,10,0,2,0.16,ess,Gatswaai
Unlike,U N L I K E,unlike,2,10,1,0,0.15,ike,Gatswaai
Unlikely,U N L I K E L Y,unlikelj,4,1000,1,0,0.15,y,Gatswaai
Unusual,U N U S U A L,unusual,3,100,0,1,0.08,ual,Gatswaai
Unveil,U N V IY L,unvil,2,10,0,1,0.08,eil,Gatswaai
Update,U P D A T E,update,2,10,3,0,0.45,ate,Gatswaai
Upgrade,U P G R A D E,upɡrade,2,10,3,0,0.45,ade,Gatswaai
Upheaval,U P H E A V A L,upheaval,3,100,1,2,0.31,val,Gatswaai
Upper,U P P E R,upper,2,10,2,0,0.3,per,Gatswaai
Upright,U P R I G H T,upriɡht,2,10,3,1,0.53,ght,Gatswaai
Upstairs,U P S T EY R S,upsteɪrs,2,10,2,2,0.46,irs,Gatswaai
Upstate,U P S T A T E,upstate,2,10,3,1,0.53,ate,Gatswaai
Upward,U P W A R D,upward,2,10,2,0,0.3,ard,Gatswaai
Urban,U R B A N,urban,2,10,1,0,0.15,ban,Gatswaai
Urge,U R G E,urɡe,1,1,1,0,0.25,rge,Gatswaai
Usage,U S A G E,usaɡe,2,10,1,1,0.23,age,Gatswaai
Use,U S E,use,1,1,0,1,0.18,use,Gatswaai
Used,U S E D,used,2,10,1,1,0.23,sed,Gatswaai
Useful,U S E F U L,useful,3,100,0,2,0.16,ful,Gatswaai
User,U S E R,user,2,10,0,1,0.08,ser,Gatswaai
Usual,U S U A L,usual,2,10,0,1,0.08,ual,Gatswaai
Utility,U T I L I T Y,utilitj,4,1000,2,0,0.3,y,Gatswaai
Utter,U T T E R,utter,2,10,2,0,0.3,ter,Gatswaai
Vacant,V A K A N T,vakant,2,10,2,1,0.38,ant,Gatswaai
Vacuum,V A K U U M,vakuum,2,10,1,1,0.23,uum,Gatswaai
Vague,V A G U E,vaɡue,1,1,1,1,0.33,gue,Gatswaai
Valid,V A L I D,valid,2,10,1,1,0.23,lid,Gatswaai
Valley,V A L L IY,valli,2,10,0,1,0.08,y,Gatswaai
Valuable,V A L U A B L E,valuable,2,10,1,1,0.23,ble,Gatswaai
Value,V A L U E,value,1,1,0,1,0.18,lue,Gatswaai
Valve,V A L V E,valve,1,1,0,2,0.26,lve,Gatswaai
Van,V A N,van,1,1,0,1,0.18,van,Gatswaai
Vanilla,V A N I L L A,vanilla,3,100,0,1,0.08,lla,Gatswaai
Vanish,V A N I SH,vaniʃ,2,10,0,3,0.24,ish,Gatswaai
Vanity,V A N I T Y,vanitj,3,100,1,1,0.23,y,Gatswaai
Vanquish,V A N Q U I SH,vanquiʃ,2,10,0,3,0.24,ish,Gatswaai
Vapor,V A P O R,vapor,2,10,1,1,0.23,por,Gatswaai
Variable,V A R I A B L E,variable,2,10,1,1,0.23,ble,Gatswaai
Variety,V A R I E T Y,varietj,3,100,1,1,0.23,y,Gatswaai
Various,V A R I AW S,variaʊs,2,10,0,2,0.16,ous,Gatswaai
Vase,V A S E,vase,1,1,0,2,0.26,ase,Gatswaai
Vault,V A U L T,vault,1,1,1,1,0.33,ult,Gatswaai
Veal,V E A L,veal,1,1,0,1,0.18,eal,Gatswaai
Vegetable,V E G E T A B L E,veɡetable,3,100,3,1,0.53,ble,Gatswaai
Vegetarian,V E G E T A R I A N,veɡetarian,4,1000,2,1,0.38,ian,Gatswaai
Vehicle,V E H I K L E,vehikle,2,10,1,2,0.31,cle,Gatswaai
Veil,V IY L,vil,1,1,0,1,0.18,eil,Gatswaai
Vein,V IY N,vin,1,1,0,1,0.18,ein,Gatswaai
Velvet,V E L V E T,velvet,2,10,1,2,0.31,vet,Gatswaai
Vendor,V E N D O R,vendor,2,10,1,1,0.23,dor,Gatswaai
Veneer,V E N E E R,veneer,2,10,0,1,0.08,eer,Gatswaai
Venom,V E N O M,venom,2,10,0,1,0.08,nom,Gatswaai
Vent,V E N T,vent,1,1,1,1,0.33,ent,Gatswaai
Ventriloquist,V E N T R I L O Q U I S T,ventriloquist,4,1000,2,2,0.46,ist,Gatswaai
Venture,V E N T U R E,venture,2,10,1,1,0.23,ure,Gatswaai
Venue,V E N U E,venue,1,1,0,1,0.18,nue,Gatswaai
Verbal,V E R B A L,verbal,2,10,1,1,0.23,bal,Gatswaai
Verbose,V E R B O S E,verbose,2,10,1,2,0.31,ose,Gatswaai
Verdict,V E R D I K T,verdikt,2,10,3,1,0.53,ict,Gatswaai
Verify,V E R I F Y,verifj,3,100,0,2,0.16,y,Gatswaai
Verse,V E R S E,verse,1,1,0,2,0.26,rse,Gatswaai
Version,V E R S I O N,version,2,10,0,2,0.16,sion,Gatswaai
Very,V E R Y,verj,2,10,0,1,0.08,y,Gatswaai
Vessel,V E S S E L,vessel,2,10,0,3,0.24,sel,Gatswaai
Vest,V E S T,vest,1,1,1,2,0.41,est,Gatswaai
Veteran,V E T E R A N,veteran,3,100,1,1,0.23,ran,Gatswaai
Vex,V E X,vex,1,1,0,1,0.18,vex,Gatswaai
Vibrate,V I B R A T E,vibrate,2,10,2,1,0.38,ate,Gatswaai
Vice,V I K E,vike,1,1,1,1,0.33,ice,Gatswaai
Vicious,V I K I AW S,vikiaʊs,2,10,1,2,0.31,ous,Gatswaai
Victim,V I K T I M,viktim,2,10,2,1,0.38,tim,Gatswaai
Victory,V I K T O R Y,viktorj,3,100,2,1,0.38,y,Gatswaai
Video,V I D E O,video,2,10,1,1,0.23,deo,Gatswaai
Vienna,V I E N N A,vienna,2,10,0,1,0.08,nna,Gatswaai
View,V I E W,view,1,1,0,1,0.18,iew,Gatswaai
Vigil,V I G I L,viɡil,2,10,1,1,0.23,gil,Gatswaai
Vigilant,V I G I L A N T,viɡilant,3,100,2,1,0.38,ant,Gatswaai
Vile,V I L E,vile,1,1,0,1,0.18,ile,Gatswaai
Village,V I L L A G E,villaɡe,2,10,1,1,0.23,age,Gatswaai
Villain,V I L L EY N,villeɪn,2,10,0,1,0.08,ain,Gatswaai
Vindicate,V I N D I K A T E,vindikate,3,100,3,1,0.53,ate,Gatswaai
Vine,V I N E,vine,1,1,0,1,0.18,ine,Gatswaai
Viola,V I O L A,viola,2,10,0,1,0.08,ola,Gatswaai
Violate,V I O L A T E,violate,2,10,1,1,0.23,ate,Gatswaai
Violence,V I O L E N K E,violenke,2,10,1,1,0.23,ence,Gatswaai
Violent,V I O L E N T,violent,2,10,1,1,0.23,ent,Gatswaai
Violet,V I O L E T,violet,2,10,1,1,0.23,let,Gatswaai
Violin,V I O L I N,violin,2,10,0,1,0.08,lin,Gatswaai
Vip,V I P,vip,1,1,1,1,0.33,vip,Gatswaai
Virtual,V I R T U A L,virtual,2,10,1,1,0.23,ual,Gatswaai
